,frameNumber,dateTime,lat,lon
0,1,2019-11-06 14:10:08.891,-34.593181,-58.484685
1,2,2019-11-06 14:10:08.924,-34.593181,-58.484685
2,3,2019-11-06 14:10:08.958,-34.593181,-58.484685
3,4,2019-11-06 14:10:08.991,-34.593181,-58.484685
4,5,2019-11-06 14:10:09.024,-34.593181,-58.484685
5,6,2019-11-06 14:10:09.058,-34.593181,-58.484685
6,7,2019-11-06 14:10:09.091,-34.593181,-58.484685
7,8,2019-11-06 14:10:09.124,-34.593181,-58.484685
8,9,2019-11-06 14:10:09.158,-34.593181,-58.484685
9,10,2019-11-06 14:10:09.191,-34.593181,-58.484685
10,11,2019-11-06 14:10:09.225,-34.593181,-58.484685
11,12,2019-11-06 14:10:09.258,-34.593181,-58.484685
12,13,2019-11-06 14:10:09.291,-34.593181,-58.484685
13,14,2019-11-06 14:10:09.325,-34.593181,-58.484685
14,15,2019-11-06 14:10:09.358,-34.593181,-58.484685
15,16,2019-11-06 14:10:09.391,-34.593181,-58.484685
16,17,2019-11-06 14:10:09.425,-34.593181,-58.484685
17,18,2019-11-06 14:10:09.458,-34.593181,-58.484685
18,19,2019-11-06 14:10:09.491,-34.593181,-58.484685
19,20,2019-11-06 14:10:09.525,-34.593181,-58.484685
20,21,2019-11-06 14:10:09.558,-34.593181,-58.484685
21,22,2019-11-06 14:10:09.592,-34.593181,-58.484685
22,23,2019-11-06 14:10:09.625,-34.593181,-58.484685
23,24,2019-11-06 14:10:09.658,-34.593181,-58.484685
24,25,2019-11-06 14:10:09.692,-34.593181,-58.484685
25,26,2019-11-06 14:10:09.725,-34.593181,-58.484685
26,27,2019-11-06 14:10:09.758,-34.593181,-58.484685
27,28,2019-11-06 14:10:09.792,-34.593181,-58.484685
28,29,2019-11-06 14:10:09.825,-34.593181,-58.484685
29,30,2019-11-06 14:10:09.859,-34.593181,-58.484686
30,31,2019-11-06 14:10:09.892,-34.593181,-58.484686
31,32,2019-11-06 14:10:09.925,-34.593181,-58.484686
32,33,2019-11-06 14:10:09.959,-34.593181,-58.484686
33,34,2019-11-06 14:10:09.992,-34.593181,-58.484686
34,35,2019-11-06 14:10:10.025,-34.593181,-58.484686
35,36,2019-11-06 14:10:10.059,-34.593181,-58.484686
36,37,2019-11-06 14:10:10.092,-34.593181,-58.484686
37,38,2019-11-06 14:10:10.125,-34.593181,-58.484686
38,39,2019-11-06 14:10:10.159,-34.593181,-58.484686
39,40,2019-11-06 14:10:10.192,-34.593181,-58.484686
40,41,2019-11-06 14:10:10.226,-34.593181,-58.484686
41,42,2019-11-06 14:10:10.259,-34.593181,-58.484686
42,43,2019-11-06 14:10:10.292,-34.593181,-58.484686
43,44,2019-11-06 14:10:10.326,-34.593181,-58.484686
44,45,2019-11-06 14:10:10.359,-34.593181,-58.484686
45,46,2019-11-06 14:10:10.392,-34.593181,-58.484686
46,47,2019-11-06 14:10:10.426,-34.593181,-58.484686
47,48,2019-11-06 14:10:10.459,-34.593181,-58.484686
48,49,2019-11-06 14:10:10.492,-34.593181,-58.484686
49,50,2019-11-06 14:10:10.526,-34.593181,-58.484686
50,51,2019-11-06 14:10:10.559,-34.593181,-58.484686
51,52,2019-11-06 14:10:10.593,-34.593181,-58.484686
52,53,2019-11-06 14:10:10.626,-34.593181,-58.484686
53,54,2019-11-06 14:10:10.659,-34.593181,-58.484686
54,55,2019-11-06 14:10:10.693,-34.593181,-58.484686
55,56,2019-11-06 14:10:10.726,-34.593181,-58.484686
56,57,2019-11-06 14:10:10.759,-34.593181,-58.484686
57,58,2019-11-06 14:10:10.793,-34.593181,-58.484686
58,59,2019-11-06 14:10:10.826,-34.593181,-58.484686
59,60,2019-11-06 14:10:10.860,-34.593181,-58.484686
60,61,2019-11-06 14:10:10.893,-34.593181,-58.484686
61,62,2019-11-06 14:10:10.926,-34.593181,-58.484686
62,63,2019-11-06 14:10:10.960,-34.59318,-58.484686
63,64,2019-11-06 14:10:10.993,-34.59318,-58.484686
64,65,2019-11-06 14:10:11.026,-34.59318,-58.484686
65,66,2019-11-06 14:10:11.060,-34.59318,-58.484686
66,67,2019-11-06 14:10:11.093,-34.59318,-58.484686
67,68,2019-11-06 14:10:11.126,-34.59318,-58.484686
68,69,2019-11-06 14:10:11.160,-34.59318,-58.484686
69,70,2019-11-06 14:10:11.193,-34.59318,-58.484686
70,71,2019-11-06 14:10:11.227,-34.59318,-58.484686
71,72,2019-11-06 14:10:11.260,-34.59318,-58.484687
72,73,2019-11-06 14:10:11.293,-34.59318,-58.484687
73,74,2019-11-06 14:10:11.327,-34.59318,-58.484687
74,75,2019-11-06 14:10:11.360,-34.593179,-58.484687
75,76,2019-11-06 14:10:11.393,-34.593179,-58.484687
76,77,2019-11-06 14:10:11.427,-34.593179,-58.484687
77,78,2019-11-06 14:10:11.460,-34.593179,-58.484687
78,79,2019-11-06 14:10:11.493,-34.593179,-58.484687
79,80,2019-11-06 14:10:11.527,-34.593179,-58.484687
80,81,2019-11-06 14:10:11.560,-34.593179,-58.484687
81,82,2019-11-06 14:10:11.594,-34.593179,-58.484687
82,83,2019-11-06 14:10:11.627,-34.593179,-58.484687
83,84,2019-11-06 14:10:11.660,-34.593178,-58.484687
84,85,2019-11-06 14:10:11.694,-34.593178,-58.484687
85,86,2019-11-06 14:10:11.727,-34.593178,-58.484687
86,87,2019-11-06 14:10:11.760,-34.593178,-58.484687
87,88,2019-11-06 14:10:11.794,-34.593178,-58.484687
88,89,2019-11-06 14:10:11.827,-34.593178,-58.484687
89,90,2019-11-06 14:10:11.860,-34.593177,-58.484687
90,91,2019-11-06 14:10:11.894,-34.593177,-58.484687
91,92,2019-11-06 14:10:11.927,-34.593177,-58.484687
92,93,2019-11-06 14:10:11.961,-34.593177,-58.484687
93,94,2019-11-06 14:10:11.994,-34.593177,-58.484687
94,95,2019-11-06 14:10:12.027,-34.593177,-58.484687
95,96,2019-11-06 14:10:12.061,-34.593176,-58.484687
96,97,2019-11-06 14:10:12.094,-34.593176,-58.484687
97,98,2019-11-06 14:10:12.127,-34.593176,-58.484687
98,99,2019-11-06 14:10:12.161,-34.593176,-58.484687
99,100,2019-11-06 14:10:12.194,-34.593176,-58.484687
100,101,2019-11-06 14:10:12.228,-34.593176,-58.484687
101,102,2019-11-06 14:10:12.261,-34.593175,-58.484687
102,103,2019-11-06 14:10:12.294,-34.593175,-58.484687
103,104,2019-11-06 14:10:12.328,-34.593175,-58.484687
104,105,2019-11-06 14:10:12.361,-34.593175,-58.484687
105,106,2019-11-06 14:10:12.394,-34.593175,-58.484687
106,107,2019-11-06 14:10:12.428,-34.593175,-58.484687
107,108,2019-11-06 14:10:12.461,-34.593174,-58.484687
108,109,2019-11-06 14:10:12.494,-34.593174,-58.484687
109,110,2019-11-06 14:10:12.528,-34.593174,-58.484687
110,111,2019-11-06 14:10:12.561,-34.593173,-58.484687
111,112,2019-11-06 14:10:12.595,-34.593173,-58.484687
112,113,2019-11-06 14:10:12.628,-34.593173,-58.484687
113,114,2019-11-06 14:10:12.661,-34.593173,-58.484687
114,115,2019-11-06 14:10:12.695,-34.593173,-58.484687
