,frameNumber,dateTime,lat,lon
0,1,2019-11-06 14:06:41.450,-34.593165,-58.484656
1,2,2019-11-06 14:06:41.483,-34.593165,-58.484656
2,3,2019-11-06 14:06:41.516,-34.593165,-58.484656
3,4,2019-11-06 14:06:41.550,-34.593165,-58.484656
4,5,2019-11-06 14:06:41.583,-34.593165,-58.484656
5,6,2019-11-06 14:06:41.617,-34.593165,-58.484656
6,7,2019-11-06 14:06:41.650,-34.593165,-58.484656
7,8,2019-11-06 14:06:41.683,-34.593165,-58.484656
8,9,2019-11-06 14:06:41.717,-34.593165,-58.484656
9,10,2019-11-06 14:06:41.750,-34.593165,-58.484656
10,11,2019-11-06 14:06:41.783,-34.593165,-58.484656
11,12,2019-11-06 14:06:41.817,-34.593165,-58.484656
12,13,2019-11-06 14:06:41.850,-34.593165,-58.484656
13,14,2019-11-06 14:06:41.883,-34.593165,-58.484656
14,15,2019-11-06 14:06:41.917,-34.593165,-58.484656
15,16,2019-11-06 14:06:41.950,-34.593166,-58.484656
16,17,2019-11-06 14:06:41.984,-34.593166,-58.484656
17,18,2019-11-06 14:06:42.017,-34.593166,-58.484656
18,19,2019-11-06 14:06:42.050,-34.593166,-58.484655
19,20,2019-11-06 14:06:42.084,-34.593166,-58.484655
20,21,2019-11-06 14:06:42.117,-34.593166,-58.484655
21,22,2019-11-06 14:06:42.150,-34.593166,-58.484655
22,23,2019-11-06 14:06:42.184,-34.593166,-58.484655
23,24,2019-11-06 14:06:42.217,-34.593166,-58.484655
24,25,2019-11-06 14:06:42.251,-34.593166,-58.484655
25,26,2019-11-06 14:06:42.284,-34.593166,-58.484655
26,27,2019-11-06 14:06:42.317,-34.593166,-58.484655
27,28,2019-11-06 14:06:42.351,-34.593166,-58.484655
28,29,2019-11-06 14:06:42.384,-34.593166,-58.484655
29,30,2019-11-06 14:06:42.417,-34.593166,-58.484655
30,31,2019-11-06 14:06:42.451,-34.593166,-58.484655
31,32,2019-11-06 14:06:42.484,-34.593166,-58.484655
32,33,2019-11-06 14:06:42.517,-34.593166,-58.484655
33,34,2019-11-06 14:06:42.551,-34.593166,-58.484655
34,35,2019-11-06 14:06:42.584,-34.593166,-58.484655
35,36,2019-11-06 14:06:42.618,-34.593166,-58.484655
36,37,2019-11-06 14:06:42.651,-34.593166,-58.484655
37,38,2019-11-06 14:06:42.684,-34.593166,-58.484655
38,39,2019-11-06 14:06:42.718,-34.593166,-58.484655
39,40,2019-11-06 14:06:42.751,-34.593166,-58.484655
40,41,2019-11-06 14:06:42.784,-34.593166,-58.484655
41,42,2019-11-06 14:06:42.818,-34.593166,-58.484655
42,43,2019-11-06 14:06:42.851,-34.593166,-58.484655
43,44,2019-11-06 14:06:42.884,-34.593166,-58.484655
44,45,2019-11-06 14:06:42.918,-34.593166,-58.484655
45,46,2019-11-06 14:06:42.951,-34.593165,-58.484655
46,47,2019-11-06 14:06:42.985,-34.593165,-58.484655
47,48,2019-11-06 14:06:43.018,-34.593165,-58.484655
48,49,2019-11-06 14:06:43.051,-34.593165,-58.484655
49,50,2019-11-06 14:06:43.085,-34.593165,-58.484655
50,51,2019-11-06 14:06:43.118,-34.593165,-58.484655
51,52,2019-11-06 14:06:43.151,-34.593165,-58.484655
52,53,2019-11-06 14:06:43.185,-34.593165,-58.484655
53,54,2019-11-06 14:06:43.218,-34.593165,-58.484655
54,55,2019-11-06 14:06:43.252,-34.593165,-58.484655
