,frameNumber,dateTime,lat,lon
0,1,2019-11-06 14:22:50.420,-34.593146,-58.484691
1,2,2019-11-06 14:22:50.454,-34.593146,-58.48469
2,3,2019-11-06 14:22:50.487,-34.593146,-58.48469
3,4,2019-11-06 14:22:50.521,-34.593146,-58.48469
4,5,2019-11-06 14:22:50.554,-34.593146,-58.48469
5,6,2019-11-06 14:22:50.587,-34.593146,-58.48469
6,7,2019-11-06 14:22:50.621,-34.593146,-58.48469
7,8,2019-11-06 14:22:50.654,-34.593146,-58.48469
8,9,2019-11-06 14:22:50.687,-34.593146,-58.48469
9,10,2019-11-06 14:22:50.721,-34.593146,-58.48469
10,11,2019-11-06 14:22:50.754,-34.593146,-58.48469
11,12,2019-11-06 14:22:50.787,-34.593146,-58.48469
12,13,2019-11-06 14:22:50.821,-34.593146,-58.48469
13,14,2019-11-06 14:22:50.854,-34.593146,-58.48469
14,15,2019-11-06 14:22:50.888,-34.593146,-58.48469
15,16,2019-11-06 14:22:50.921,-34.593146,-58.48469
16,17,2019-11-06 14:22:50.954,-34.593146,-58.48469
17,18,2019-11-06 14:22:50.988,-34.593146,-58.48469
18,19,2019-11-06 14:22:51.021,-34.593146,-58.48469
19,20,2019-11-06 14:22:51.054,-34.593146,-58.48469
20,21,2019-11-06 14:22:51.088,-34.593146,-58.48469
21,22,2019-11-06 14:22:51.121,-34.593146,-58.48469
22,23,2019-11-06 14:22:51.155,-34.593146,-58.48469
23,24,2019-11-06 14:22:51.188,-34.593146,-58.48469
24,25,2019-11-06 14:22:51.221,-34.593146,-58.48469
25,26,2019-11-06 14:22:51.255,-34.593146,-58.48469
26,27,2019-11-06 14:22:51.288,-34.593146,-58.48469
27,28,2019-11-06 14:22:51.321,-34.593146,-58.48469
28,29,2019-11-06 14:22:51.355,-34.593146,-58.48469
29,30,2019-11-06 14:22:51.388,-34.593146,-58.48469
30,31,2019-11-06 14:22:51.421,-34.593146,-58.48469
31,32,2019-11-06 14:22:51.455,-34.593146,-58.48469
32,33,2019-11-06 14:22:51.488,-34.593146,-58.48469
33,34,2019-11-06 14:22:51.522,-34.593146,-58.48469
34,35,2019-11-06 14:22:51.555,-34.593146,-58.48469
35,36,2019-11-06 14:22:51.588,-34.593146,-58.48469
36,37,2019-11-06 14:22:51.622,-34.593146,-58.48469
37,38,2019-11-06 14:22:51.655,-34.593145,-58.48469
38,39,2019-11-06 14:22:51.688,-34.593145,-58.48469
39,40,2019-11-06 14:22:51.722,-34.593145,-58.48469
40,41,2019-11-06 14:22:51.755,-34.593145,-58.48469
41,42,2019-11-06 14:22:51.788,-34.593145,-58.48469
42,43,2019-11-06 14:22:51.822,-34.593145,-58.48469
43,44,2019-11-06 14:22:51.855,-34.593145,-58.48469
44,45,2019-11-06 14:22:51.889,-34.593145,-58.48469
45,46,2019-11-06 14:22:51.922,-34.593145,-58.48469
46,47,2019-11-06 14:22:51.955,-34.593145,-58.48469
47,48,2019-11-06 14:22:51.989,-34.593145,-58.48469
48,49,2019-11-06 14:22:52.022,-34.593145,-58.48469
49,50,2019-11-06 14:22:52.055,-34.593145,-58.48469
50,51,2019-11-06 14:22:52.089,-34.593145,-58.48469
51,52,2019-11-06 14:22:52.122,-34.593145,-58.48469
52,53,2019-11-06 14:22:52.156,-34.593145,-58.48469
53,54,2019-11-06 14:22:52.189,-34.593145,-58.48469
54,55,2019-11-06 14:22:52.222,-34.593145,-58.48469
55,56,2019-11-06 14:22:52.256,-34.593145,-58.48469
56,57,2019-11-06 14:22:52.289,-34.593145,-58.48469
57,58,2019-11-06 14:22:52.322,-34.593145,-58.48469
58,59,2019-11-06 14:22:52.356,-34.593145,-58.48469
59,60,2019-11-06 14:22:52.389,-34.593145,-58.48469
60,61,2019-11-06 14:22:52.422,-34.593145,-58.48469
61,62,2019-11-06 14:22:52.456,-34.593145,-58.48469
62,63,2019-11-06 14:22:52.489,-34.593145,-58.48469
63,64,2019-11-06 14:22:52.523,-34.593145,-58.48469
